"No.","Time","Source","Destination","Protocol","Length","Info"
"2428","5.306035","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2436","5.338821","104.198.218.190","10.1.10.11","TLSv1.2","392","Application Data, Application Data"
"2462","5.406296","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2491","5.481476","104.198.218.190","10.1.10.11","TLSv1.2","314","Application Data"
"2501","5.496810","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2520","5.545263","104.198.218.190","10.1.10.11","TLSv1.2","803","Application Data, Application Data, Application Data, Application Data, Application Data"
"2541","5.586419","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2553","5.616617","104.198.218.190","10.1.10.11","TLSv1.2","395","Application Data, Application Data"
"2574","5.665908","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2580","5.682744","104.198.218.190","10.1.10.11","TLSv1.2","395","Application Data, Application Data"
"2597","5.750858","104.198.218.190","10.1.10.11","TLSv1.2","748","Application Data, Application Data, Application Data, Application Data"
"2607","5.755740","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2635","5.839034","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2639","5.853558","104.198.218.190","10.1.10.11","TLSv1.2","323","Application Data"
"2657","5.920630","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"2663","5.926685","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2693","6.020018","104.198.218.190","10.1.10.11","TLSv1.2","326","Application Data"
"2700","6.023838","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2707","6.071575","104.198.218.190","10.1.10.11","TLSv1.2","132","Application Data"
"2721","6.095785","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2741","6.141259","104.198.218.190","10.1.10.11","TLSv1.2","763","Application Data, Application Data, Application Data, Application Data"
"2760","6.186412","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2788","6.266241","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2813","6.354656","104.198.218.190","10.1.10.11","TLSv1.2","339","Application Data"
"2819","6.357498","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2828","6.403437","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"2846","6.439833","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2858","6.470963","104.198.218.190","10.1.10.11","TLSv1.2","774","Application Data, Application Data, Application Data, Application Data"
"2882","6.526883","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2883","6.536778","104.198.218.190","10.1.10.11","TLSv1.2","415","Application Data, Application Data"
"2903","6.602945","104.198.218.190","10.1.10.11","TLSv1.2","415","Application Data, Application Data"
"2909","6.608554","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2928","6.688624","104.198.218.190","10.1.10.11","TLSv1.2","343","Application Data"
"2934","6.696383","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2944","6.741050","104.198.218.190","10.1.10.11","TLSv1.2","493","Application Data, Application Data, Application Data"
"2970","6.775443","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3001","6.866244","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3031","6.947371","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3033","6.954481","104.198.218.190","10.1.10.11","TLSv1.2","348","Application Data"
"3053","7.020858","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"3071","7.049485","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3100","7.127811","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3126","7.203572","104.198.218.190","10.1.10.11","TLSv1.2","348","Application Data"
"3136","7.216313","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3147","7.263199","104.198.218.190","10.1.10.11","TLSv1.2","506","Application Data, Application Data, Application Data"
"3163","7.306032","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3188","7.386543","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3267","7.497792","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3296","7.576828","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3325","7.663237","104.198.218.190","10.1.10.11","TLSv1.2","357","Application Data"
"3335","7.669029","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3353","7.713101","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"3372","7.745714","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3384","7.785353","104.198.218.190","10.1.10.11","TLSv1.2","434","Application Data, Application Data"
"3404","7.836211","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3409","7.853458","104.198.218.190","10.1.10.11","TLSv1.2","436","Application Data, Application Data"
"3429","7.915442","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3460","8.006473","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3481","8.087503","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3508","8.164215","104.198.218.190","10.1.10.11","TLSv1.2","437","Application Data, Application Data"
"3533","8.179654","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3537","8.189115","104.198.218.190","10.1.10.11","TLSv1.2","831","Application Data, Application Data, Application Data, Application Data"
"3565","8.257468","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3569","8.272295","104.198.218.190","10.1.10.11","TLSv1.2","366","Application Data"
"3590","8.345433","104.198.218.190","10.1.10.11","TLSv1.2","134","Application Data"
"3596","8.346019","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3610","8.389018","104.198.218.190","10.1.10.11","TLSv1.2","447","Application Data, Application Data"
"3628","8.427145","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3636","8.458647","104.198.218.190","10.1.10.11","TLSv1.2","447","Application Data, Application Data"
"3668","8.528370","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3669","8.531578","104.198.218.190","10.1.10.11","TLSv1.2","447","Application Data, Application Data"
"3689","8.613708","104.198.218.190","10.1.10.11","TLSv1.2","379","Application Data"
"3695","8.616892","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3701","8.661241","104.198.218.190","10.1.10.11","TLSv1.2","125","Application Data"
"3719","8.697279","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3760","8.786527","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3778","8.861521","104.198.218.190","10.1.10.11","TLSv1.2","379","Application Data"
"3787","8.867785","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3799","8.911444","104.198.218.190","10.1.10.11","TLSv1.2","530","Application Data, Application Data, Application Data"
"3819","8.957135","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3826","8.979046","104.198.218.190","10.1.10.11","TLSv1.2","454","Application Data, Application Data"
"3855","9.048434","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3857","9.050270","104.198.218.190","10.1.10.11","TLSv1.2","386","Application Data"
"3875","9.118960","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"3888","9.138297","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3897","9.183301","104.198.218.190","10.1.10.11","TLSv1.2","458","Application Data, Application Data"
"3913","9.216436","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3918","9.249266","104.198.218.190","10.1.10.11","TLSv1.2","862","Application Data, Application Data, Application Data, Application Data"
"3941","9.307140","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3945","9.326749","104.198.218.190","10.1.10.11","TLSv1.2","461","Application Data, Application Data"
"3976","9.387752","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4005","9.476287","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4035","9.558039","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4058","9.634139","104.198.218.190","10.1.10.11","TLSv1.2","394","Application Data"
"4065","9.648735","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4077","9.697740","104.198.218.190","10.1.10.11","TLSv1.2","121","Application Data"
"4091","9.726328","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4125","9.815996","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4143","9.893357","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"4151","9.910491","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4184","9.985377","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4221","10.076107","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4249","10.157235","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4277","10.250798","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4307","10.326359","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4312","10.346337","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"4335","10.412986","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"4343","10.417050","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4367","10.495426","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4371","10.506946","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"4388","10.572820","104.198.218.190","10.1.10.11","TLSv1.2","138","Application Data"
"4397","10.587361","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4425","10.670227","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4458","10.759656","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4469","10.782881","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"4491","10.837130","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4492","10.848873","104.198.218.190","10.1.10.11","TLSv1.2","140","Application Data"
"4527","10.926604","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4531","10.942010","104.198.218.190","10.1.10.11","TLSv1.2","418","Application Data"
"4551","11.006659","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"4557","11.010220","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4563","11.053320","104.198.218.190","10.1.10.11","TLSv1.2","489","Application Data, Application Data"
"4607","11.096626","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4650","11.186344","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4651","11.189843","104.198.218.190","10.1.10.11","TLSv1.2","418","Application Data"
"4669","11.257202","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"4677","11.269664","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4691","11.313735","104.198.218.190","10.1.10.11","TLSv1.2","493","Application Data, Application Data"
"4710","11.355905","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4718","11.383146","104.198.218.190","10.1.10.11","TLSv1.2","493","Application Data, Application Data"
"4742","11.435772","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4770","11.517697","104.198.218.190","10.1.10.11","TLSv1.2","425","Application Data"
"4778","11.525770","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4789","11.569560","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"4808","11.609216","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4816","11.635510","104.198.218.190","10.1.10.11","TLSv1.2","943","Application Data, Application Data, Application Data, Application Data"
"4842","11.695921","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4871","11.776535","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4872","11.790705","104.198.218.190","10.1.10.11","TLSv1.2","432","Application Data"
"4888","11.857255","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"4897","11.876685","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4933","11.956884","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4956","12.034546","104.198.218.190","10.1.10.11","TLSv1.2","432","Application Data"
"4963","12.046132","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4976","12.089136","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"4994","12.127029","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5017","12.201015","104.198.218.190","10.1.10.11","TLSv1.2","439","Application Data"
"5025","12.216190","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5037","12.259157","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"5053","12.296134","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5057","12.322984","104.198.218.190","10.1.10.11","TLSv1.2","513","Application Data, Application Data"
"5087","12.386481","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5113","12.475774","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5136","12.556956","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5165","12.633307","104.198.218.190","10.1.10.11","TLSv1.2","447","Application Data"
"5174","12.646914","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5187","12.695243","104.198.218.190","10.1.10.11","TLSv1.2","120","Application Data"
"5203","12.728349","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5235","12.816114","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5259","12.898949","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5262","12.910081","104.198.218.190","10.1.10.11","TLSv1.2","452","Application Data"
"5287","12.980190","104.198.218.190","10.1.10.11","TLSv1.2","518","Application Data, Application Data"
"5293","12.986020","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5318","13.065869","104.198.218.190","10.1.10.11","TLSv1.2","452","Application Data"
"5324","13.067540","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5333","13.111691","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"5347","13.156988","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5353","13.179417","104.198.218.190","10.1.10.11","TLSv1.2","526","Application Data, Application Data"
"5384","13.236429","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5391","13.249007","104.198.218.190","10.1.10.11","TLSv1.2","527","Application Data, Application Data"
"5414","13.319349","104.198.218.190","10.1.10.11","TLSv1.2","452","Application Data"
"5420","13.326113","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5432","13.369078","104.198.218.190","10.1.10.11","TLSv1.2","129","Application Data"
"5451","13.406207","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5482","13.495706","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5484","13.515871","104.198.218.190","10.1.10.11","TLSv1.2","457","Application Data"
"5510","13.577835","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5514","13.582672","104.198.218.190","10.1.10.11","TLSv1.2","602","Application Data, Application Data, Application Data"
"5535","13.649233","104.198.218.190","10.1.10.11","TLSv1.2","530","Application Data, Application Data"
"5546","13.666355","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5559","13.713396","104.198.218.190","10.1.10.11","TLSv1.2","534","Application Data, Application Data"
"5580","13.757301","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5607","13.831444","104.198.218.190","10.1.10.11","TLSv1.2","461","Application Data"
"5615","13.837046","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5626","13.881221","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"5644","13.926299","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5651","13.947298","104.198.218.190","10.1.10.11","TLSv1.2","1020","Application Data, Application Data, Application Data, Application Data"
"5676","14.006662","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5702","14.095277","104.198.218.190","10.1.10.11","TLSv1.2","469","Application Data"
"5708","14.096311","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5718","14.141620","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"5737","14.176231","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5748","14.207412","104.198.218.190","10.1.10.11","TLSv1.2","539","Application Data, Application Data"
"5771","14.266963","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5800","14.346228","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5824","14.435930","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5847","14.516302","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5881","14.605895","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5910","14.688257","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5915","14.706040","104.198.218.190","10.1.10.11","TLSv1.2","469","Application Data"
"5934","14.771431","104.198.218.190","10.1.10.11","TLSv1.2","627","Application Data, Application Data, Application Data"
"5943","14.779520","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5951","14.825571","104.198.218.190","10.1.10.11","TLSv1.2","550","Application Data, Application Data"
"5969","14.856384","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5986","14.934617","104.198.218.190","10.1.10.11","TLSv1.2","478","Application Data"
"6011","14.951155","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6039","15.000342","104.198.218.190","10.1.10.11","TLSv1.2","628","Application Data, Application Data, Application Data"
"6060","15.036103","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6070","15.067003","104.198.218.190","10.1.10.11","TLSv1.2","1057","Application Data, Application Data, Application Data, Application Data"
"6092","15.117046","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6129","15.205839","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6131","15.212553","104.198.218.190","10.1.10.11","TLSv1.2","478","Application Data"
"6158","15.285087","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"6164","15.287660","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6176","15.337328","104.198.218.190","10.1.10.11","TLSv1.2","559","Application Data, Application Data"
"6197","15.376996","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6206","15.407398","104.198.218.190","10.1.10.11","TLSv1.2","1068","Application Data, Application Data, Application Data, Application Data"
"6224","15.455811","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6229","15.475111","104.198.218.190","10.1.10.11","TLSv1.2","560","Application Data, Application Data"
"6254","15.547340","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6259","15.558892","104.198.218.190","10.1.10.11","TLSv1.2","489","Application Data"
"6280","15.625117","104.198.218.190","10.1.10.11","TLSv1.2","129","Application Data"
"6286","15.627679","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6307","15.716312","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
