"No.","Time","Source","Destination","Protocol","Length","Info"
"8011","23.637892","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8023","23.665657","104.198.218.190","10.1.10.11","TLSv1.2","229","Application Data"
"8046","23.727016","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8050","23.736303","104.198.218.190","10.1.10.11","TLSv1.2","698","Application Data, Application Data, Application Data, Application Data, Application Data"
"8076","23.806889","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8100","23.896630","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8101","23.898390","104.198.218.190","10.1.10.11","TLSv1.2","229","Application Data"
"8120","23.965802","104.198.218.190","10.1.10.11","TLSv1.2","155","Application Data"
"8130","23.977028","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8173","24.071034","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8215","24.147011","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8218","24.151399","104.198.218.190","10.1.10.11","TLSv1.2","229","Application Data"
"8256","24.220193","104.198.218.190","10.1.10.11","TLSv1.2","156","Application Data"
"8268","24.238846","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8288","24.284556","104.198.218.190","10.1.10.11","TLSv1.2","331","Application Data, Application Data"
"8315","24.316521","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8334","24.349859","104.198.218.190","10.1.10.11","TLSv1.2","334","Application Data, Application Data"
"8370","24.408484","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8377","24.419781","104.198.218.190","10.1.10.11","TLSv1.2","338","Application Data, Application Data"
"8410","24.496220","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8450","24.576647","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8454","24.582523","104.198.218.190","10.1.10.11","TLSv1.2","263","Application Data"
"8472","24.649645","104.198.218.190","10.1.10.11","TLSv1.2","132","Application Data"
"8484","24.667660","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8498","24.711946","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data, Application Data"
"8515","24.749031","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8528","24.778506","104.198.218.190","10.1.10.11","TLSv1.2","343","Application Data, Application Data"
"8552","24.841236","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8553","24.843741","104.198.218.190","10.1.10.11","TLSv1.2","343","Application Data, Application Data"
"8580","24.917189","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8585","24.935641","104.198.218.190","10.1.10.11","TLSv1.2","273","Application Data"
"8612","25.006418","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8613","25.006924","104.198.218.190","10.1.10.11","TLSv1.2","414","Application Data, Application Data, Application Data"
"8637","25.074513","104.198.218.190","10.1.10.11","TLSv1.2","348","Application Data, Application Data"
"8643","25.086396","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8670","25.172059","104.198.218.190","10.1.10.11","TLSv1.2","273","Application Data"
"8677","25.177185","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8692","25.226938","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"8705","25.257610","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8713","25.293581","104.198.218.190","10.1.10.11","TLSv1.2","353","Application Data, Application Data"
"8737","25.347668","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8741","25.359689","104.198.218.190","10.1.10.11","TLSv1.2","355","Application Data, Application Data"
"8768","25.427293","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8769","25.430283","104.198.218.190","10.1.10.11","TLSv1.2","273","Application Data"
"8778","25.452325","10.1.10.11","65.52.108.223","TLSv1.2","171","Application Data"
"8788","25.480204","65.52.108.223","10.1.10.11","TLSv1.2","203","Application Data"
"8794","25.498177","104.198.218.190","10.1.10.11","TLSv1.2","134","Application Data"
"8803","25.518407","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8816","25.562419","104.198.218.190","10.1.10.11","TLSv1.2","353","Application Data, Application Data"
"8838","25.608478","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8841","25.629003","104.198.218.190","10.1.10.11","TLSv1.2","653","Application Data, Application Data, Application Data, Application Data"
"8863","25.686710","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"8976","25.776808","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9068","25.856366","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9128","25.946502","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9184","26.039121","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9228","26.119282","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9266","26.196507","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9302","26.222552","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9368","26.288848","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9445","26.367054","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9477","26.456667","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9497","26.529440","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9503","26.537424","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9515","26.582288","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"9557","26.628560","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9566","26.648397","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9601","26.706801","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9609","26.718996","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9661","26.787676","104.198.218.190","10.1.10.11","TLSv1.2","137","Application Data"
"9668","26.796563","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9693","26.840202","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9746","26.879822","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9767","26.913405","104.198.218.190","10.1.10.11","TLSv1.2","379","Application Data, Application Data"
"9799","26.966674","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9802","26.980032","104.198.218.190","10.1.10.11","TLSv1.2","379","Application Data, Application Data"
"9824","27.047794","104.198.218.190","10.1.10.11","TLSv1.2","293","Application Data"
"9835","27.057029","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9875","27.136530","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"9935","27.232849","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10001","27.311300","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
