"No.","Time","Source","Destination","Protocol","Length","Info"
"1048","2.208779","104.198.218.190","10.1.10.11","TLSv1.2","635","Application Data, Application Data, Application Data, Application Data, Application Data"
"1064","2.245529","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1068","2.276383","104.198.218.190","10.1.10.11","TLSv1.2","311","Application Data, Application Data"
"1113","2.342774","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1120","2.349898","104.198.218.190","10.1.10.11","TLSv1.2","314","Application Data, Application Data"
"1156","2.421304","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1184","2.511972","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1215","2.591198","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1246","2.681818","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1270","2.763325","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1289","2.822102","104.198.218.190","10.1.10.11","TLSv1.2","244","Application Data"
"1312","2.851172","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1320","2.888455","104.198.218.190","10.1.10.11","TLSv1.2","399","Application Data, Application Data, Application Data"
"1335","2.935822","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1341","2.962218","104.198.218.190","10.1.10.11","TLSv1.2","323","Application Data, Application Data"
"1363","3.021789","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1402","3.101287","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1431","3.192819","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1456","3.271520","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1460","3.293905","104.198.218.190","10.1.10.11","TLSv1.2","253","Application Data"
"1483","3.366031","104.198.218.190","10.1.10.11","TLSv1.2","401","Application Data, Application Data, Application Data"
"1489","3.375210","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1516","3.450023","104.198.218.190","10.1.10.11","TLSv1.2","262","Application Data"
"1525","3.461165","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1536","3.504237","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data, Application Data, Application Data"
"1551","3.542538","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1558","3.576024","104.198.218.190","10.1.10.11","TLSv1.2","333","Application Data, Application Data"
"1579","3.632541","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1584","3.648499","104.198.218.190","10.1.10.11","TLSv1.2","336","Application Data, Application Data"
"1615","3.712070","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1642","3.801625","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1643","3.802571","104.198.218.190","10.1.10.11","TLSv1.2","262","Application Data"
"1662","3.869953","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"1671","3.884576","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1697","3.959758","104.198.218.190","10.1.10.11","TLSv1.2","262","Application Data"
"1708","3.982054","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1722","4.026445","104.198.218.190","10.1.10.11","TLSv1.2","134","Application Data"
"1737","4.062587","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1749","4.094053","104.198.218.190","10.1.10.11","TLSv1.2","632","Application Data, Application Data, Application Data, Application Data"
"1773","4.151750","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1794","4.227964","104.198.218.190","10.1.10.11","TLSv1.2","275","Application Data"
"1800","4.234440","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1809","4.278507","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"1830","4.321453","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1837","4.344220","104.198.218.190","10.1.10.11","TLSv1.2","346","Application Data, Application Data"
"1865","4.402328","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1890","4.482769","104.198.218.190","10.1.10.11","TLSv1.2","275","Application Data"
"1898","4.491709","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1910","4.538550","104.198.218.190","10.1.10.11","TLSv1.2","426","Application Data, Application Data, Application Data"
"1929","4.572361","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1936","4.606138","104.198.218.190","10.1.10.11","TLSv1.2","351","Application Data, Application Data"
"1961","4.661649","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1971","4.682718","104.198.218.190","10.1.10.11","TLSv1.2","351","Application Data, Application Data"
"1999","4.752494","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2022","4.832250","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2024","4.834194","104.198.218.190","10.1.10.11","TLSv1.2","282","Application Data"
"2041","4.903077","104.198.218.190","10.1.10.11","TLSv1.2","426","Application Data, Application Data, Application Data"
"2054","4.937070","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2059","4.970769","104.198.218.190","10.1.10.11","TLSv1.2","657","Application Data, Application Data, Application Data, Application Data"
"2078","5.011842","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2107","5.101901","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2136","5.181118","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2163","5.266338","104.198.218.190","10.1.10.11","TLSv1.2","290","Application Data"
"2169","5.273903","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2190","5.318847","104.198.218.190","10.1.10.11","TLSv1.2","121","Application Data"
"2209","5.351167","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2219","5.386198","104.198.218.190","10.1.10.11","TLSv1.2","362","Application Data, Application Data"
"2244","5.441159","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2267","5.522413","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2271","5.537508","104.198.218.190","10.1.10.11","TLSv1.2","296","Application Data"
"2298","5.604107","104.198.218.190","10.1.10.11","TLSv1.2","120","Application Data"
"2304","5.611695","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2309","5.656295","104.198.218.190","10.1.10.11","TLSv1.2","368","Application Data, Application Data"
"2343","5.691442","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2361","5.724149","104.198.218.190","10.1.10.11","TLSv1.2","362","Application Data, Application Data"
"2384","5.781723","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2412","5.862355","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2444","5.950924","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2463","6.029004","104.198.218.190","10.1.10.11","TLSv1.2","296","Application Data"
"2474","6.042579","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2487","6.086614","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"2504","6.122049","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2530","6.203474","104.198.218.190","10.1.10.11","TLSv1.2","296","Application Data"
"2537","6.212054","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2550","6.258689","104.198.218.190","10.1.10.11","TLSv1.2","462","Application Data, Application Data, Application Data"
"2566","6.291657","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2595","6.381337","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2616","6.456513","104.198.218.190","10.1.10.11","TLSv1.2","296","Application Data"
"2622","6.462541","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2635","6.506459","104.198.218.190","10.1.10.11","TLSv1.2","140","Application Data"
"2659","6.561858","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2661","6.572685","104.198.218.190","10.1.10.11","TLSv1.2","382","Application Data, Application Data"
"2692","6.651850","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2715","6.736823","104.198.218.190","10.1.10.11","TLSv1.2","314","Application Data"
"2722","6.741576","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2729","6.787016","104.198.218.190","10.1.10.11","TLSv1.2","125","Application Data"
"2745","6.822404","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2771","6.912574","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2812","7.018802","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2842","7.101850","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2847","7.113797","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data"
"2874","7.181890","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2901","7.270977","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2932","7.361365","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2960","7.442355","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2969","7.469281","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data"
"2990","7.531768","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2993","7.534087","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"3016","7.600653","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data"
"3031","7.623781","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3060","7.711080","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3062","7.721631","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data"
"3084","7.788686","104.198.218.190","10.1.10.11","TLSv1.2","463","Application Data, Application Data, Application Data"
"3090","7.791699","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3124","7.882339","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3130","7.898958","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data"
"3151","7.961328","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3152","7.964108","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"3172","8.032447","104.198.218.190","10.1.10.11","TLSv1.2","743","Application Data, Application Data, Application Data, Application Data"
"3183","8.051229","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3206","8.131533","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3234","8.221401","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3264","8.294248","104.198.218.190","10.1.10.11","TLSv1.2","324","Application Data"
"3272","8.301547","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3282","8.347459","104.198.218.190","10.1.10.11","TLSv1.2","132","Application Data"
"3303","8.392344","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3333","8.471415","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3337","8.478831","104.198.218.190","10.1.10.11","TLSv1.2","324","Application Data"
"3360","8.543943","104.198.218.190","10.1.10.11","TLSv1.2","486","Application Data, Application Data, Application Data"
"3370","8.561264","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3380","8.604635","104.198.218.190","10.1.10.11","TLSv1.2","407","Application Data, Application Data"
"3402","8.661418","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3403","8.675128","104.198.218.190","10.1.10.11","TLSv1.2","407","Application Data, Application Data"
"3425","8.741702","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3429","8.757590","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"3447","8.828198","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"3457","8.832893","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3470","8.877300","104.198.218.190","10.1.10.11","TLSv1.2","415","Application Data, Application Data"
"3486","8.912566","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3497","8.946195","104.198.218.190","10.1.10.11","TLSv1.2","419","Application Data, Application Data"
"3519","9.002550","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3526","9.015782","104.198.218.190","10.1.10.11","TLSv1.2","416","Application Data, Application Data"
"3553","9.081596","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3579","9.173690","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3581","9.176295","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"3602","9.242742","104.198.218.190","10.1.10.11","TLSv1.2","496","Application Data, Application Data, Application Data"
"3614","9.261417","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3644","9.351248","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3645","9.356501","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"3667","9.424068","104.198.218.190","10.1.10.11","TLSv1.2","136","Application Data"
"3678","9.431380","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3689","9.484134","104.198.218.190","10.1.10.11","TLSv1.2","787","Application Data, Application Data, Application Data, Application Data"
"3707","9.521228","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3714","9.550371","104.198.218.190","10.1.10.11","TLSv1.2","786","Application Data, Application Data, Application Data, Application Data"
"3735","9.603961","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3743","9.618605","104.198.218.190","10.1.10.11","TLSv1.2","798","Application Data, Application Data, Application Data, Application Data"
"3775","9.702275","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3794","9.776756","104.198.218.190","10.1.10.11","TLSv1.2","358","Application Data"
"3800","9.781802","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3812","9.827452","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"3830","9.872417","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3873","9.956567","104.198.218.190","10.1.10.11","TLSv1.2","358","Application Data"
"3895","9.961923","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3900","10.009069","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"3918","10.041672","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3947","10.131717","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3980","10.214748","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4010","10.302213","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4013","10.322977","104.198.218.190","10.1.10.11","TLSv1.2","358","Application Data"
"4043","10.381809","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4045","10.390233","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"4068","10.460572","104.198.218.190","10.1.10.11","TLSv1.2","820","Application Data, Application Data, Application Data, Application Data"
"4075","10.471293","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4085","10.514681","104.198.218.190","10.1.10.11","TLSv1.2","439","Application Data, Application Data"
"4106","10.551851","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4127","10.627890","104.198.218.190","10.1.10.11","TLSv1.2","367","Application Data"
"4136","10.641699","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4148","10.687466","104.198.218.190","10.1.10.11","TLSv1.2","519","Application Data, Application Data, Application Data"
"4165","10.721614","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4175","10.754381","104.198.218.190","10.1.10.11","TLSv1.2","444","Application Data, Application Data"
"4200","10.811263","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4230","10.891997","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4231","10.894853","104.198.218.190","10.1.10.11","TLSv1.2","369","Application Data"
"4252","10.964900","104.198.218.190","10.1.10.11","TLSv1.2","523","Application Data, Application Data, Application Data"
"4258","10.982711","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4273","11.026622","104.198.218.190","10.1.10.11","TLSv1.2","842","Application Data, Application Data, Application Data, Application Data"
"4292","11.061195","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4299","11.094566","104.198.218.190","10.1.10.11","TLSv1.2","849","Application Data, Application Data, Application Data, Application Data"
"4325","11.152239","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4355","11.242303","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4356","11.244469","104.198.218.190","10.1.10.11","TLSv1.2","378","Application Data"
"4373","11.314257","104.198.218.190","10.1.10.11","TLSv1.2","528","Application Data, Application Data, Application Data"
"4382","11.320880","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4409","11.408486","104.198.218.190","10.1.10.11","TLSv1.2","383","Application Data"
"4417","11.411521","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4428","11.454983","104.198.218.190","10.1.10.11","TLSv1.2","125","Application Data"
"4444","11.492489","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4450","11.520273","104.198.218.190","10.1.10.11","TLSv1.2","454","Application Data, Application Data"
"4475","11.581683","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4501","11.660939","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4502","11.668740","104.198.218.190","10.1.10.11","TLSv1.2","387","Application Data"
"4531","11.734242","104.198.218.190","10.1.10.11","TLSv1.2","535","Application Data, Application Data, Application Data"
"4546","11.751832","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4573","11.836738","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4578","11.851373","104.198.218.190","10.1.10.11","TLSv1.2","392","Application Data"
"4603","11.921127","104.198.218.190","10.1.10.11","TLSv1.2","533","Application Data, Application Data, Application Data"
"4609","11.923152","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4620","11.969499","104.198.218.190","10.1.10.11","TLSv1.2","877","Application Data, Application Data, Application Data, Application Data"
"4640","12.001430","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4651","12.036127","104.198.218.190","10.1.10.11","TLSv1.2","467","Application Data, Application Data"
"4673","12.091668","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4677","12.102429","104.198.218.190","10.1.10.11","TLSv1.2","470","Application Data, Application Data"
"4695","12.168755","104.198.218.190","10.1.10.11","TLSv1.2","471","Application Data, Application Data"
"4702","12.174333","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4721","12.259415","104.198.218.190","10.1.10.11","TLSv1.2","392","Application Data"
"4728","12.263928","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4743","12.308954","104.198.218.190","10.1.10.11","TLSv1.2","550","Application Data, Application Data, Application Data"
"4757","12.341315","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4768","12.374503","104.198.218.190","10.1.10.11","TLSv1.2","896","Application Data, Application Data, Application Data, Application Data"
"4790","12.431149","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4794","12.442133","104.198.218.190","10.1.10.11","TLSv1.2","476","Application Data, Application Data"
"4815","12.519764","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"4821","12.522378","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4833","12.566631","104.198.218.190","10.1.10.11","TLSv1.2","556","Application Data, Application Data, Application Data"
"4846","12.602232","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4855","12.632411","104.198.218.190","10.1.10.11","TLSv1.2","903","Application Data, Application Data, Application Data, Application Data"
"4882","12.691450","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4886","12.702366","104.198.218.190","10.1.10.11","TLSv1.2","479","Application Data, Application Data"
"4915","12.772886","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4943","12.861238","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4945","12.875844","104.198.218.190","10.1.10.11","TLSv1.2","405","Application Data"
"4977","12.941622","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4978","12.942488","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"4998","13.012456","104.198.218.190","10.1.10.11","TLSv1.2","484","Application Data, Application Data"
"5011","13.031531","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5019","13.076021","104.198.218.190","10.1.10.11","TLSv1.2","913","Application Data, Application Data, Application Data, Application Data"
"5039","13.111111","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5070","13.211769","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5081","13.265923","104.198.218.190","10.1.10.11","TLSv1.2","410","Application Data"
"5091","13.292425","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5103","13.332725","104.198.218.190","10.1.10.11","TLSv1.2","1002","Application Data, Application Data, Application Data, Application Data, Application Data"
"5133","13.382025","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5136","13.398993","104.198.218.190","10.1.10.11","TLSv1.2","492","Application Data, Application Data"
"5185","13.468371","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5220","13.551786","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5226","13.560930","104.198.218.190","10.1.10.11","TLSv1.2","418","Application Data"
"5244","13.627806","104.198.218.190","10.1.10.11","TLSv1.2","121","Application Data"
"5250","13.631084","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5264","13.675551","104.198.218.190","10.1.10.11","TLSv1.2","496","Application Data, Application Data"
"5288","13.721203","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5320","13.811124","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5323","13.832062","104.198.218.190","10.1.10.11","TLSv1.2","418","Application Data"
"5345","13.891966","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5348","13.898646","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"5369","13.968601","104.198.218.190","10.1.10.11","TLSv1.2","499","Application Data, Application Data"
"5379","13.989267","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5390","14.036806","104.198.218.190","10.1.10.11","TLSv1.2","500","Application Data, Application Data"
"5413","14.061203","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5423","14.106900","104.198.218.190","10.1.10.11","TLSv1.2","947","Application Data, Application Data, Application Data, Application Data"
"5444","14.151545","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5448","14.174725","104.198.218.190","10.1.10.11","TLSv1.2","424","Application Data"
"5473","14.231160","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5474","14.241252","104.198.218.190","10.1.10.11","TLSv1.2","581","Application Data, Application Data, Application Data"
"5504","14.322004","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5514","14.352063","104.198.218.190","10.1.10.11","TLSv1.2","435","Application Data"
"5538","14.402562","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5542","14.418423","104.198.218.190","10.1.10.11","TLSv1.2","127","Application Data"
"5560","14.486831","104.198.218.190","10.1.10.11","TLSv1.2","504","Application Data, Application Data"
"5569","14.496903","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5591","14.577495","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5618","14.661182","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5652","14.741043","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
