"No.","Time","Source","Destination","Protocol","Length","Info"
"901","1.774362","104.198.218.190","10.1.10.11","TLSv1.2","255","Application Data"
"911","1.786967","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"929","1.832116","104.198.218.190","10.1.10.11","TLSv1.2","397","Application Data, Application Data, Application Data"
"952","1.868632","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"979","1.958738","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"997","2.018430","104.198.218.190","10.1.10.11","TLSv1.2","324","Application Data, Application Data"
"1017","2.038238","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1037","2.121848","104.198.218.190","10.1.10.11","TLSv1.2","255","Application Data"
"1043","2.126644","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1049","2.170107","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"1065","2.207556","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1097","2.279256","104.198.218.190","10.1.10.11","TLSv1.2","263","Application Data"
"1108","2.301355","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1124","2.352410","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"1137","2.378145","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1151","2.417752","104.198.218.190","10.1.10.11","TLSv1.2","333","Application Data, Application Data"
"1171","2.467942","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1198","2.547265","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1228","2.639144","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1254","2.728633","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1275","2.808746","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1310","2.897642","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1312","2.903320","104.198.218.190","10.1.10.11","TLSv1.2","272","Application Data"
"1333","2.969565","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"1341","2.978740","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1367","3.060881","104.198.218.190","10.1.10.11","TLSv1.2","272","Application Data"
"1373","3.068542","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1386","3.112037","104.198.218.190","10.1.10.11","TLSv1.2","346","Application Data, Application Data"
"1406","3.146651","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1412","3.178520","104.198.218.190","10.1.10.11","TLSv1.2","645","Application Data, Application Data, Application Data, Application Data"
"1438","3.237175","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1468","3.320937","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1494","3.406933","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1498","3.412319","104.198.218.190","10.1.10.11","TLSv1.2","272","Application Data"
"1520","3.480415","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"1526","3.488012","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1543","3.534026","104.198.218.190","10.1.10.11","TLSv1.2","357","Application Data, Application Data"
"1561","3.577105","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1567","3.600474","104.198.218.190","10.1.10.11","TLSv1.2","354","Application Data, Application Data"
"1591","3.657426","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1592","3.668785","104.198.218.190","10.1.10.11","TLSv1.2","283","Application Data"
"1616","3.734395","104.198.218.190","10.1.10.11","TLSv1.2","125","Application Data"
"1624","3.747613","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1634","3.792002","104.198.218.190","10.1.10.11","TLSv1.2","358","Application Data, Application Data"
"1652","3.827293","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1682","3.916619","104.198.218.190","10.1.10.11","TLSv1.2","283","Application Data"
"1688","3.917625","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1697","3.964439","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"1717","4.008280","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1741","4.089244","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1746","4.129716","104.198.218.190","10.1.10.11","TLSv1.2","283","Application Data"
"1778","4.178738","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1781","4.195968","104.198.218.190","10.1.10.11","TLSv1.2","441","Application Data, Application Data, Application Data"
"1806","4.257329","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1808","4.272611","104.198.218.190","10.1.10.11","TLSv1.2","297","Application Data"
"1827","4.344082","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"1833","4.346736","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1868","4.427269","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1908","4.519384","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1933","4.599020","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1953","4.680806","104.198.218.190","10.1.10.11","TLSv1.2","297","Application Data"
"1960","4.688770","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1966","4.732019","104.198.218.190","10.1.10.11","TLSv1.2","455","Application Data, Application Data, Application Data"
"1984","4.767636","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1992","4.799825","104.198.218.190","10.1.10.11","TLSv1.2","376","Application Data, Application Data"
"2012","4.857935","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2014","4.866288","104.198.218.190","10.1.10.11","TLSv1.2","380","Application Data, Application Data"
"2047","4.939873","104.198.218.190","10.1.10.11","TLSv1.2","305","Application Data"
"2053","4.948045","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2070","4.992343","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"2092","5.041129","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2098","5.057648","104.198.218.190","10.1.10.11","TLSv1.2","383","Application Data, Application Data"
"2123","5.117049","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2127","5.128057","104.198.218.190","10.1.10.11","TLSv1.2","714","Application Data, Application Data, Application Data, Application Data"
"2157","5.208531","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2174","5.289073","104.198.218.190","10.1.10.11","TLSv1.2","310","Application Data"
"2183","5.300181","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2190","5.346202","104.198.218.190","10.1.10.11","TLSv1.2","458","Application Data, Application Data, Application Data"
"2208","5.379604","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2235","5.467283","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2264","5.548918","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2321","5.649276","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2342","5.692310","104.198.218.190","10.1.10.11","TLSv1.2","315","Application Data"
"2368","5.727304","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2373","5.757946","104.198.218.190","10.1.10.11","TLSv1.2","460","Application Data, Application Data, Application Data"
"2402","5.817283","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2417","5.842199","104.198.218.190","10.1.10.11","TLSv1.2","323","Application Data"
"2447","5.898527","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2453","5.908730","104.198.218.190","10.1.10.11","TLSv1.2","391","Application Data, Application Data"
"2518","5.987014","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2564","6.072651","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2590","6.142835","104.198.218.190","10.1.10.11","TLSv1.2","323","Application Data"
"2596","6.156775","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2610","6.199825","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"2626","6.237882","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2667","6.327434","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2695","6.406983","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2712","6.476041","104.198.218.190","10.1.10.11","TLSv1.2","323","Application Data"
"2725","6.499501","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2736","6.544524","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"2754","6.589333","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2781","6.670628","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2784","6.682485","104.198.218.190","10.1.10.11","TLSv1.2","334","Application Data"
"2812","6.751744","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"2820","6.757587","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2849","6.837844","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2880","6.927658","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2908","7.007974","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2913","7.021053","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"2945","7.097022","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2979","7.177933","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3007","7.267894","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3028","7.347019","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3070","7.437884","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3096","7.517448","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3133","7.606881","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3161","7.688604","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3190","7.777338","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3222","7.866950","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3248","7.948771","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3279","8.037546","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3309","8.117471","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3339","8.208135","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3376","8.297370","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3405","8.387596","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3431","8.467616","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3462","8.557499","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3488","8.638381","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3519","8.727475","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3545","8.810216","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3580","8.896926","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3608","8.977478","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3634","9.067899","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3659","9.158305","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3684","9.237314","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3711","9.328396","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3735","9.407085","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3768","9.497542","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3800","9.577432","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3834","9.669994","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3864","9.747196","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3890","9.838298","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3917","9.917234","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3953","10.008220","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3983","10.088047","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4012","10.178442","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4039","10.260893","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4067","10.346597","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4069","10.352589","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"4088","10.419831","104.198.218.190","10.1.10.11","TLSv1.2","147","Application Data"
"4098","10.438100","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4124","10.517790","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4127","10.522383","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"4145","10.589600","104.198.218.190","10.1.10.11","TLSv1.2","151","Application Data"
"4153","10.607069","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4184","10.688808","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4185","10.689781","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"4208","10.757588","104.198.218.190","10.1.10.11","TLSv1.2","535","Application Data, Application Data, Application Data"
"4216","10.778899","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4245","10.858797","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4246","10.861268","104.198.218.190","10.1.10.11","TLSv1.2","341","Application Data"
"4266","10.928474","104.198.218.190","10.1.10.11","TLSv1.2","156","Application Data"
"4278","10.947954","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4287","10.992115","104.198.218.190","10.1.10.11","TLSv1.2","443","Application Data, Application Data"
"4306","11.027004","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4341","11.117811","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4342","11.117914","104.198.218.190","10.1.10.11","TLSv1.2","373","Application Data"
"4368","11.186569","104.198.218.190","10.1.10.11","TLSv1.2","129","Application Data"
"4374","11.198437","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4402","11.287381","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4406","11.295218","104.198.218.190","10.1.10.11","TLSv1.2","377","Application Data"
"4440","11.363169","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"4446","11.367831","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4460","11.412447","104.198.218.190","10.1.10.11","TLSv1.2","450","Application Data, Application Data"
"4484","11.460533","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4513","11.537863","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4518","11.563336","104.198.218.190","10.1.10.11","TLSv1.2","377","Application Data"
"4542","11.628680","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4546","11.634372","104.198.218.190","10.1.10.11","TLSv1.2","522","Application Data, Application Data, Application Data"
"4574","11.718086","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4575","11.718185","104.198.218.190","10.1.10.11","TLSv1.2","377","Application Data"
"4594","11.794002","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"4600","11.798767","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4609","11.842407","104.198.218.190","10.1.10.11","TLSv1.2","457","Application Data, Application Data"
"4626","11.888571","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4657","11.968381","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4660","11.972818","104.198.218.190","10.1.10.11","TLSv1.2","377","Application Data"
"4676","12.038424","104.198.218.190","10.1.10.11","TLSv1.2","137","Application Data"
"4691","12.072625","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4701","12.101790","104.198.218.190","10.1.10.11","TLSv1.2","460","Application Data, Application Data"
"4723","12.148738","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4727","12.166773","104.198.218.190","10.1.10.11","TLSv1.2","462","Application Data, Application Data"
"4750","12.234714","104.198.218.190","10.1.10.11","TLSv1.2","462","Application Data, Application Data"
"4756","12.237626","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4786","12.318376","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4788","12.321277","104.198.218.190","10.1.10.11","TLSv1.2","392","Application Data"
"4810","12.388681","104.198.218.190","10.1.10.11","TLSv1.2","534","Application Data, Application Data, Application Data"
"4821","12.407120","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4829","12.452498","104.198.218.190","10.1.10.11","TLSv1.2","464","Application Data, Application Data"
"4848","12.498007","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4852","12.520023","104.198.218.190","10.1.10.11","TLSv1.2","467","Application Data, Application Data"
"4889","12.587628","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4918","12.668052","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4919","12.670919","104.198.218.190","10.1.10.11","TLSv1.2","396","Application Data"
"4941","12.739810","104.198.218.190","10.1.10.11","TLSv1.2","547","Application Data, Application Data, Application Data"
"4950","12.759166","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4962","12.802375","104.198.218.190","10.1.10.11","TLSv1.2","892","Application Data, Application Data, Application Data, Application Data"
"4980","12.838205","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5012","12.927500","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5040","13.019145","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5041","13.019850","104.198.218.190","10.1.10.11","TLSv1.2","406","Application Data"
"5059","13.088414","104.198.218.190","10.1.10.11","TLSv1.2","121","Application Data"
"5068","13.097619","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5096","13.186687","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5130","13.267715","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5164","13.358799","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5192","13.437823","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5223","13.537319","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5255","13.616994","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5257","13.621404","104.198.218.190","10.1.10.11","TLSv1.2","412","Application Data"
"5285","13.706884","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5322","13.787294","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5354","13.876759","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5381","13.959033","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5412","14.055429","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5440","14.126767","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5467","14.217715","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5499","14.307278","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5524","14.387772","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5548","14.477121","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5572","14.560210","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5609","14.647740","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5635","14.727718","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5664","14.817653","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5694","14.897142","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5721","14.987559","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5743","15.068129","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5786","15.158770","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5811","15.238130","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5843","15.326577","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5870","15.407142","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5871","15.410837","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"5890","15.479901","104.198.218.190","10.1.10.11","TLSv1.2","134","Application Data"
"5899","15.499053","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5910","15.542732","104.198.218.190","10.1.10.11","TLSv1.2","491","Application Data, Application Data"
"5928","15.587603","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5932","15.608352","104.198.218.190","10.1.10.11","TLSv1.2","495","Application Data, Application Data"
"5951","15.676823","104.198.218.190","10.1.10.11","TLSv1.2","496","Application Data, Application Data"
"5958","15.681025","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5979","15.767416","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6017","15.850591","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6046","15.937942","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6047","15.938750","104.198.218.190","10.1.10.11","TLSv1.2","400","Application Data"
"6067","16.005961","104.198.218.190","10.1.10.11","TLSv1.2","155","Application Data"
"6074","16.017619","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6084","16.062429","104.198.218.190","10.1.10.11","TLSv1.2","948","Application Data, Application Data, Application Data, Application Data"
"6105","16.116892","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6111","16.132465","104.198.218.190","10.1.10.11","TLSv1.2","946","Application Data, Application Data, Application Data, Application Data"
"6137","16.197961","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6164","16.280440","104.198.218.190","10.1.10.11","TLSv1.2","435","Application Data"
"6172","16.288671","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6182","16.332614","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"6199","16.366756","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6209","16.398129","104.198.218.190","10.1.10.11","TLSv1.2","508","Application Data, Application Data"
"6234","16.457448","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6236","16.465748","104.198.218.190","10.1.10.11","TLSv1.2","510","Application Data, Application Data"
"6260","16.538586","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6264","16.546541","104.198.218.190","10.1.10.11","TLSv1.2","435","Application Data"
"6282","16.612287","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"6295","16.629135","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6322","16.708772","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6323","16.712068","104.198.218.190","10.1.10.11","TLSv1.2","443","Application Data"
"6346","16.782041","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"6358","16.797280","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6382","16.880613","104.198.218.190","10.1.10.11","TLSv1.2","443","Application Data"
"6388","16.887343","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6398","16.930379","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"6417","16.968795","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6426","16.996349","104.198.218.190","10.1.10.11","TLSv1.2","978","Application Data, Application Data, Application Data, Application Data"
"6449","17.057421","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6469","17.137240","104.198.218.190","10.1.10.11","TLSv1.2","448","Application Data"
"6475","17.138865","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6487","17.182362","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"6508","17.228963","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6516","17.248328","104.198.218.190","10.1.10.11","TLSv1.2","517","Application Data, Application Data"
"6542","17.308336","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6570","17.397993","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6599","17.477125","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6628","17.567576","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6630","17.575301","104.198.218.190","10.1.10.11","TLSv1.2","456","Application Data"
"6654","17.647284","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6683","17.742567","104.198.218.190","10.1.10.11","TLSv1.2","448","Application Data"
"6692","17.747104","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6703","17.796678","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"6719","17.817423","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
