"No.","Time","Source","Destination","Protocol","Length","Info"
"10560","31.920868","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"10570","31.930171","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10582","31.984641","104.198.218.190","10.1.10.11","TLSv1.2","217","Application Data, Application Data"
"10603","32.015587","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10615","32.055210","104.198.218.190","10.1.10.11","TLSv1.2","221","Application Data, Application Data"
"10646","32.101102","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10656","32.123878","104.198.218.190","10.1.10.11","TLSv1.2","222","Application Data, Application Data"
"10682","32.180508","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10687","32.191859","104.198.218.190","10.1.10.11","TLSv1.2","223","Application Data, Application Data"
"10705","32.261965","104.198.218.190","10.1.10.11","TLSv1.2","148","Application Data"
"10715","32.283845","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10726","32.328555","104.198.218.190","10.1.10.11","TLSv1.2","301","Application Data, Application Data, Application Data"
"10746","32.360908","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10757","32.399959","104.198.218.190","10.1.10.11","TLSv1.2","227","Application Data, Application Data"
"10778","32.450525","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10783","32.466097","104.198.218.190","10.1.10.11","TLSv1.2","580","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"10813","32.540139","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10840","32.619325","104.198.218.190","10.1.10.11","TLSv1.2","156","Application Data"
"10846","32.620371","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10853","32.664379","104.198.218.190","10.1.10.11","TLSv1.2","131","Application Data"
"10874","32.710714","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10884","32.730758","104.198.218.190","10.1.10.11","TLSv1.2","234","Application Data, Application Data"
"10905","32.792238","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10909","32.798707","104.198.218.190","10.1.10.11","TLSv1.2","417","Application Data, Application Data, Application Data, Application Data"
"10934","32.867376","104.198.218.190","10.1.10.11","TLSv1.2","235","Application Data, Application Data"
"10944","32.883263","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"10957","32.936560","104.198.218.190","10.1.10.11","TLSv1.2","235","Application Data, Application Data"
"10974","32.960812","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11001","33.042074","104.198.218.190","10.1.10.11","TLSv1.2","161","Application Data"
"11009","33.051445","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11020","33.096393","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"11036","33.132080","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11046","33.162040","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data, Application Data"
"11070","33.220988","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11076","33.230463","104.198.218.190","10.1.10.11","TLSv1.2","239","Application Data, Application Data"
"11095","33.296184","104.198.218.190","10.1.10.11","TLSv1.2","241","Application Data, Application Data"
"11102","33.302012","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11136","33.391111","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11160","33.469762","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11163","33.469766","104.198.218.190","10.1.10.11","TLSv1.2","161","Application Data"
"11179","33.540651","104.198.218.190","10.1.10.11","TLSv1.2","517","Application Data, Application Data, Application Data, Application Data, Application Data"
"11191","33.561692","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11200","33.606429","104.198.218.190","10.1.10.11","TLSv1.2","248","Application Data, Application Data"
"11214","33.641253","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11219","33.672778","104.198.218.190","10.1.10.11","TLSv1.2","248","Application Data, Application Data"
"11244","33.731071","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11249","33.740623","104.198.218.190","10.1.10.11","TLSv1.2","241","Application Data, Application Data"
"11267","33.810939","104.198.218.190","10.1.10.11","TLSv1.2","174","Application Data"
"11274","33.820180","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11286","33.865048","104.198.218.190","10.1.10.11","TLSv1.2","132","Application Data"
"11308","33.900840","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11333","33.984354","104.198.218.190","10.1.10.11","TLSv1.2","174","Application Data"
"11342","33.993826","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11354","34.040671","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"11367","34.070688","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11381","34.110566","104.198.218.190","10.1.10.11","TLSv1.2","255","Application Data, Application Data"
"11404","34.163361","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11407","34.178476","104.198.218.190","10.1.10.11","TLSv1.2","259","Application Data, Application Data"
"11430","34.240828","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11433","34.252869","104.198.218.190","10.1.10.11","TLSv1.2","180","Application Data"
"11459","34.324694","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"11469","34.331730","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11486","34.376660","104.198.218.190","10.1.10.11","TLSv1.2","257","Application Data, Application Data"
"11507","34.413738","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11517","34.449319","104.198.218.190","10.1.10.11","TLSv1.2","463","Application Data, Application Data, Application Data, Application Data"
"11546","34.503714","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11551","34.520334","104.198.218.190","10.1.10.11","TLSv1.2","264","Application Data, Application Data"
"11584","34.581474","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11623","34.669879","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11659","34.751175","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11691","34.841855","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11718","34.921120","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11757","35.011378","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11789","35.093904","104.198.218.190","10.1.10.11","TLSv1.2","203","Application Data"
"11797","35.111765","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11836","35.192453","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11877","35.282795","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11911","35.362254","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11943","35.450495","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"11975","35.540241","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12015","35.631609","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12049","35.711517","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12084","35.800880","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12116","35.881692","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12152","35.969878","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12184","36.049992","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12225","36.140501","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12253","36.221315","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12297","36.310429","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12336","36.400989","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12368","36.484718","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12403","36.571697","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12436","36.651817","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12470","36.740367","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12498","36.821411","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12540","36.910773","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12576","36.991303","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12608","37.082898","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12640","37.162165","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12673","37.250967","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12709","37.329998","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12741","37.420593","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12771","37.501301","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12814","37.592240","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12849","37.687749","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12883","37.771371","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12916","37.861945","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12952","37.939944","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"12994","38.031318","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13027","38.111175","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13069","38.211062","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13103","38.291995","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13133","38.379917","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13166","38.461607","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13200","38.552944","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13233","38.629899","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13265","38.726066","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13294","38.810635","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13327","38.900539","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13369","38.990793","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13401","39.070665","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13437","39.161722","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13470","39.240997","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13508","39.332924","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13538","39.410527","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13557","39.464908","104.198.218.190","10.1.10.11","TLSv1.2","195","Application Data"
"13570","39.501557","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13588","39.536136","104.198.218.190","10.1.10.11","TLSv1.2","585","Application Data, Application Data, Application Data, Application Data, Application Data"
"13606","39.580282","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13636","39.661924","104.198.218.190","10.1.10.11","TLSv1.2","195","Application Data"
"13643","39.670561","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13656","39.714705","104.198.218.190","10.1.10.11","TLSv1.2","142","Application Data"
"13680","39.759599","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13705","39.843256","104.198.218.190","10.1.10.11","TLSv1.2","195","Application Data"
"13714","39.850489","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13727","39.895360","104.198.218.190","10.1.10.11","TLSv1.2","142","Application Data"
"13747","39.930436","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13756","39.961885","104.198.218.190","10.1.10.11","TLSv1.2","283","Application Data, Application Data"
"13780","40.021882","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13784","40.030271","104.198.218.190","10.1.10.11","TLSv1.2","286","Application Data, Application Data"
"13808","40.099774","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13812","40.104348","104.198.218.190","10.1.10.11","TLSv1.2","217","Application Data"
"13840","40.170514","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"13851","40.191408","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13863","40.236970","104.198.218.190","10.1.10.11","TLSv1.2","292","Application Data, Application Data"
"13887","40.281982","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13897","40.308698","104.198.218.190","10.1.10.11","TLSv1.2","295","Application Data, Application Data"
"13925","40.361900","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13929","40.381825","104.198.218.190","10.1.10.11","TLSv1.2","297","Application Data, Application Data"
"13960","40.449628","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"13961","40.450387","104.198.218.190","10.1.10.11","TLSv1.2","542","Application Data, Application Data, Application Data, Application Data"
"13998","40.533637","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14032","40.621289","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14034","40.624589","104.198.218.190","10.1.10.11","TLSv1.2","221","Application Data"
"14063","40.696883","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"14069","40.700724","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14090","40.745529","104.198.218.190","10.1.10.11","TLSv1.2","298","Application Data, Application Data"
"14117","40.804222","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14155","40.883822","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14192","40.970519","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14228","41.051985","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14262","41.139918","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14296","41.223768","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14330","41.310578","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14335","41.321919","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"14360","41.390569","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14399","41.496464","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14437","41.580830","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14470","41.660263","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14505","41.750503","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14544","41.830285","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14584","41.920492","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14611","42.000849","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14652","42.090840","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14690","42.170986","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14726","42.261767","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14766","42.340029","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14805","42.430623","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14809","42.454294","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"14840","42.510842","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14846","42.520390","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"14871","42.586228","104.198.218.190","10.1.10.11","TLSv1.2","496","Application Data, Application Data, Application Data"
"14884","42.602740","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14913","42.680063","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14916","42.683975","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"14944","42.754444","104.198.218.190","10.1.10.11","TLSv1.2","398","Application Data, Application Data, Application Data"
"14961","42.771352","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"14974","42.816794","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data, Application Data"
"15000","42.860192","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15012","42.884728","104.198.218.190","10.1.10.11","TLSv1.2","322","Application Data, Application Data"
"15040","42.942944","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15043","42.954845","104.198.218.190","10.1.10.11","TLSv1.2","322","Application Data, Application Data"
"15071","43.024920","104.198.218.190","10.1.10.11","TLSv1.2","321","Application Data, Application Data"
"15080","43.030128","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15113","43.111504","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15117","43.122870","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"15147","43.192194","104.198.218.190","10.1.10.11","TLSv1.2","143","Application Data"
"15153","43.200562","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15178","43.275766","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"15185","43.280954","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15196","43.324728","104.198.218.190","10.1.10.11","TLSv1.2","147","Application Data"
"15218","43.370343","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15226","43.395028","104.198.218.190","10.1.10.11","TLSv1.2","331","Application Data, Application Data"
"15260","43.449950","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15294","43.537015","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"15300","43.539823","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15312","43.586692","104.198.218.190","10.1.10.11","TLSv1.2","153","Application Data"
"15334","43.621046","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15367","43.698231","104.198.218.190","10.1.10.11","TLSv1.2","237","Application Data"
"15375","43.712458","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15390","43.756645","104.198.218.190","10.1.10.11","TLSv1.2","435","Application Data, Application Data, Application Data"
"15416","43.791198","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15429","43.826031","104.198.218.190","10.1.10.11","TLSv1.2","339","Application Data, Application Data"
"15463","43.879958","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15495","43.960445","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15496","43.964286","104.198.218.190","10.1.10.11","TLSv1.2","270","Application Data"
"15517","44.036077","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"15532","44.052364","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15555","44.096938","104.198.218.190","10.1.10.11","TLSv1.2","634","Application Data, Application Data, Application Data, Application Data"
"15576","44.140912","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15617","44.221507","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15619","44.226256","104.198.218.190","10.1.10.11","TLSv1.2","270","Application Data"
"15649","44.302637","104.198.218.190","10.1.10.11","TLSv1.2","418","Application Data, Application Data, Application Data"
"15658","44.310871","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15693","44.390418","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15696","44.393687","104.198.218.190","10.1.10.11","TLSv1.2","278","Application Data"
"15727","44.464384","104.198.218.190","10.1.10.11","TLSv1.2","123","Application Data"
"15738","44.480273","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15768","44.560116","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15769","44.561858","104.198.218.190","10.1.10.11","TLSv1.2","278","Application Data"
"15795","44.631398","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"15809","44.650122","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15824","44.695609","104.198.218.190","10.1.10.11","TLSv1.2","350","Application Data, Application Data"
"15846","44.732051","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15878","44.812142","104.198.218.190","10.1.10.11","TLSv1.2","283","Application Data"
"15887","44.824341","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15908","44.869834","104.198.218.190","10.1.10.11","TLSv1.2","423","Application Data, Application Data, Application Data"
"15927","44.903202","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15940","44.938472","104.198.218.190","10.1.10.11","TLSv1.2","356","Application Data, Application Data"
"15969","44.990179","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"15978","45.009727","104.198.218.190","10.1.10.11","TLSv1.2","661","Application Data, Application Data, Application Data, Application Data"
"16007","45.070675","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16041","45.160317","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16047","45.175779","104.198.218.190","10.1.10.11","TLSv1.2","289","Application Data"
"16073","45.242627","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"16079","45.245247","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16121","45.331336","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16152","45.420883","104.198.218.190","10.1.10.11","TLSv1.2","289","Application Data"
"16159","45.422427","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16179","45.467353","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"16198","45.500542","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16226","45.575775","104.198.218.190","10.1.10.11","TLSv1.2","298","Application Data"
"16242","45.599171","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16252","45.642555","104.198.218.190","10.1.10.11","TLSv1.2","443","Application Data, Application Data, Application Data"
"16270","45.671612","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"16318","45.761139","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
