"No.","Time","Source","Destination","Protocol","Length","Info"
"645","1.405654","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"704","1.496452","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"787","1.576075","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"828","1.666410","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"855","1.745849","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"878","1.836631","104.198.218.190","10.1.10.11","TLSv1.2","233","Application Data"
"885","1.838400","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"910","1.916174","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"953","2.007307","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"981","2.085539","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"988","2.107714","104.198.218.190","10.1.10.11","TLSv1.2","233","Application Data"
"1010","2.175762","104.198.218.190","10.1.10.11","TLSv1.2","131","Application Data"
"1017","2.177233","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1044","2.258147","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1070","2.348106","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1102","2.426734","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1131","2.517176","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1156","2.605310","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1190","2.685929","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1193","2.698159","104.198.218.190","10.1.10.11","TLSv1.2","249","Application Data"
"1213","2.775887","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1256","2.855387","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1306","2.949137","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1336","3.025944","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1367","3.116512","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1401","3.196105","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1431","3.286392","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1460","3.366563","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1489","3.455618","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1509","3.536915","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1543","3.626691","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1577","3.707652","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1608","3.795434","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1636","3.885548","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1664","3.966448","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1689","4.055607","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1713","4.135446","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1747","4.226610","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1772","4.305434","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1800","4.395886","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1828","4.478040","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1855","4.566976","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1883","4.646454","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1914","4.735971","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1937","4.816573","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1968","4.906040","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"1995","4.986105","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2027","5.075986","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2051","5.166139","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2081","5.245526","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2113","5.335962","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2141","5.415439","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2194","5.505990","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2222","5.543560","104.198.218.190","10.1.10.11","TLSv1.2","249","Application Data"
"2260","5.585651","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2269","5.611237","104.198.218.190","10.1.10.11","TLSv1.2","142","Application Data"
"2298","5.676701","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2306","5.703968","104.198.218.190","10.1.10.11","TLSv1.2","249","Application Data"
"2333","5.755606","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2339","5.771227","104.198.218.190","10.1.10.11","TLSv1.2","146","Application Data"
"2360","5.837306","104.198.218.190","10.1.10.11","TLSv1.2","320","Application Data, Application Data"
"2367","5.845664","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2378","5.890871","104.198.218.190","10.1.10.11","TLSv1.2","325","Application Data, Application Data"
"2393","5.925572","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2421","6.017169","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2445","6.097705","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2470","6.186322","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2503","6.267215","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2534","6.356191","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2563","6.437780","104.198.218.190","10.1.10.11","TLSv1.2","264","Application Data"
"2570","6.447733","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2582","6.491879","104.198.218.190","10.1.10.11","TLSv1.2","330","Application Data, Application Data"
"2597","6.525468","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2609","6.559466","104.198.218.190","10.1.10.11","TLSv1.2","332","Application Data, Application Data"
"2632","6.615962","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2633","6.625316","104.198.218.190","10.1.10.11","TLSv1.2","332","Application Data, Application Data"
"2655","6.695891","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2679","6.787120","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2693","6.824424","104.198.218.190","10.1.10.11","TLSv1.2","264","Application Data"
"2718","6.865958","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2728","6.889245","104.198.218.190","10.1.10.11","TLSv1.2","695","Application Data, Application Data, Application Data, Application Data, Application Data"
"2753","6.955958","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2784","7.035573","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2785","7.035821","104.198.218.190","10.1.10.11","TLSv1.2","264","Application Data"
"2805","7.103361","104.198.218.190","10.1.10.11","TLSv1.2","132","Application Data"
"2817","7.125598","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2828","7.169493","104.198.218.190","10.1.10.11","TLSv1.2","342","Application Data, Application Data"
"2845","7.206695","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2877","7.297118","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2879","7.310067","104.198.218.190","10.1.10.11","TLSv1.2","271","Application Data"
"2896","7.375484","104.198.218.190","10.1.10.11","TLSv1.2","131","Application Data"
"2902","7.375816","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2935","7.465511","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2964","7.545644","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"2967","7.559357","104.198.218.190","10.1.10.11","TLSv1.2","281","Application Data"
"2986","7.625584","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"2995","7.635670","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3025","7.726200","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3056","7.806064","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3085","7.898057","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3110","7.976103","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3115","7.987320","104.198.218.190","10.1.10.11","TLSv1.2","281","Application Data"
"3133","8.053420","104.198.218.190","10.1.10.11","TLSv1.2","425","Application Data, Application Data, Application Data"
"3139","8.065745","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3171","8.140632","104.198.218.190","10.1.10.11","TLSv1.2","281","Application Data"
"3177","8.145665","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3186","8.189728","104.198.218.190","10.1.10.11","TLSv1.2","732","Application Data, Application Data, Application Data, Application Data, Application Data"
"3205","8.235858","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3234","8.316251","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3239","8.323376","104.198.218.190","10.1.10.11","TLSv1.2","288","Application Data"
"3262","8.387310","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"3274","8.409125","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3298","8.485443","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3327","8.575730","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3348","8.655893","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3371","8.744007","104.198.218.190","10.1.10.11","TLSv1.2","288","Application Data"
"3377","8.747989","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3395","8.792634","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"3410","8.827516","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3418","8.857924","104.198.218.190","10.1.10.11","TLSv1.2","364","Application Data, Application Data"
"3443","8.919802","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3470","9.006597","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3499","9.085930","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3501","9.097972","104.198.218.190","10.1.10.11","TLSv1.2","297","Application Data"
"3523","9.167572","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"3531","9.176190","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3555","9.256156","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3578","9.346201","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3604","9.424171","104.198.218.190","10.1.10.11","TLSv1.2","297","Application Data"
"3612","9.427819","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3623","9.474062","104.198.218.190","10.1.10.11","TLSv1.2","446","Application Data, Application Data, Application Data"
"3641","9.515938","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3645","9.547510","104.198.218.190","10.1.10.11","TLSv1.2","375","Application Data, Application Data"
"3667","9.605466","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3688","9.617443","104.198.218.190","10.1.10.11","TLSv1.2","376","Application Data, Application Data"
"3724","9.686152","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3745","9.760409","104.198.218.190","10.1.10.11","TLSv1.2","303","Application Data"
"3756","9.765995","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3763","9.810429","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"3779","9.855719","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3815","9.936676","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3816","9.940979","104.198.218.190","10.1.10.11","TLSv1.2","303","Application Data"
"3845","10.011431","104.198.218.190","10.1.10.11","TLSv1.2","134","Application Data"
"3851","10.019567","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3861","10.064070","104.198.218.190","10.1.10.11","TLSv1.2","383","Application Data, Application Data"
"3881","10.099127","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3889","10.132124","104.198.218.190","10.1.10.11","TLSv1.2","718","Application Data, Application Data, Application Data, Application Data"
"3915","10.189517","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3949","10.279559","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"3950","10.281830","104.198.218.190","10.1.10.11","TLSv1.2","318","Application Data"
"3971","10.347226","104.198.218.190","10.1.10.11","TLSv1.2","122","Application Data"
"3980","10.359089","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4007","10.449532","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4028","10.528709","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4052","10.619087","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4070","10.672220","104.198.218.190","10.1.10.11","TLSv1.2","318","Application Data"
"4093","10.699381","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4097","10.717189","104.198.218.190","10.1.10.11","TLSv1.2","1474","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"4100","10.720931","104.198.218.190","10.1.10.11","TLSv1.2","318","[TCP Spurious Retransmission] , Application Data"
"4115","10.744899","104.198.218.190","10.1.10.11","TLSv1.2","1474","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"4131","10.786278","104.198.218.190","10.1.10.11","TLSv1.2","399","Application Data, Application Data"
"4139","10.790297","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4168","10.869221","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4175","10.886950","104.198.218.190","10.1.10.11","TLSv1.2","325","Application Data"
"4204","10.958861","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4205","10.961525","104.198.218.190","10.1.10.11","TLSv1.2","480","Application Data, Application Data, Application Data"
"4232","11.039212","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4235","11.048643","104.198.218.190","10.1.10.11","TLSv1.2","330","Application Data"
"4260","11.122372","104.198.218.190","10.1.10.11","TLSv1.2","479","Application Data, Application Data, Application Data"
"4268","11.128600","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4275","11.183784","104.198.218.190","10.1.10.11","TLSv1.2","406","Application Data, Application Data"
"4287","11.209080","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4298","11.258080","104.198.218.190","10.1.10.11","TLSv1.2","766","Application Data, Application Data, Application Data, Application Data"
"4319","11.299963","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4326","11.331342","104.198.218.190","10.1.10.11","TLSv1.2","410","Application Data, Application Data"
"4355","11.379521","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4361","11.403355","104.198.218.190","10.1.10.11","TLSv1.2","411","Application Data, Application Data"
"4387","11.469105","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4391","11.482013","104.198.218.190","10.1.10.11","TLSv1.2","411","Application Data, Application Data"
"4413","11.557420","104.198.218.190","10.1.10.11","TLSv1.2","342","Application Data"
"4419","11.559051","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4428","11.603645","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"4447","11.640665","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4479","11.727658","104.198.218.190","10.1.10.11","TLSv1.2","342","Application Data"
"4486","11.728879","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4495","11.774210","104.198.218.190","10.1.10.11","TLSv1.2","129","Application Data"
"4513","11.809106","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4520","11.846222","104.198.218.190","10.1.10.11","TLSv1.2","786","Application Data, Application Data, Application Data, Application Data"
"4540","11.898223","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4545","11.919529","104.198.218.190","10.1.10.11","TLSv1.2","420","Application Data, Application Data"
"4572","11.978378","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4574","11.987844","104.198.218.190","10.1.10.11","TLSv1.2","422","Application Data, Application Data"
"4595","12.066058","104.198.218.190","10.1.10.11","TLSv1.2","423","Application Data, Application Data"
"4602","12.069965","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4625","12.149491","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4630","12.169231","104.198.218.190","10.1.10.11","TLSv1.2","353","Application Data"
"4665","12.239519","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4666","12.241306","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"4690","12.319023","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4710","12.399796","104.198.218.190","10.1.10.11","TLSv1.2","359","Application Data"
"4719","12.419363","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4728","12.466888","104.198.218.190","10.1.10.11","TLSv1.2","118","Application Data"
"4739","12.499608","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4760","12.535497","104.198.218.190","10.1.10.11","TLSv1.2","806","Application Data, Application Data, Application Data, Application Data"
"4788","12.589853","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4792","12.603868","104.198.218.190","10.1.10.11","TLSv1.2","434","Application Data, Application Data"
"4819","12.668759","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4820","12.678250","104.198.218.190","10.1.10.11","TLSv1.2","362","Application Data"
"4853","12.743509","104.198.218.190","10.1.10.11","TLSv1.2","515","Application Data, Application Data, Application Data"
"4865","12.759617","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4887","12.844146","104.198.218.190","10.1.10.11","TLSv1.2","362","Application Data"
"4893","12.850359","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4908","12.893557","104.198.218.190","10.1.10.11","TLSv1.2","135","Application Data"
"4923","12.930363","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4953","13.019117","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4954","13.021962","104.198.218.190","10.1.10.11","TLSv1.2","362","Application Data"
"4975","13.090626","104.198.218.190","10.1.10.11","TLSv1.2","532","Application Data, Application Data, Application Data"
"4985","13.101992","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"4994","13.148195","104.198.218.190","10.1.10.11","TLSv1.2","448","Application Data, Application Data"
"5015","13.189340","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5048","13.269324","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5052","13.282390","104.198.218.190","10.1.10.11","TLSv1.2","378","Application Data"
"5081","13.357838","104.198.218.190","10.1.10.11","TLSv1.2","126","Application Data"
"5087","13.358911","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5101","13.403963","104.198.218.190","10.1.10.11","TLSv1.2","847","Application Data, Application Data, Application Data, Application Data"
"5121","13.439577","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5129","13.471916","104.198.218.190","10.1.10.11","TLSv1.2","854","Application Data, Application Data, Application Data, Application Data"
"5154","13.529218","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5158","13.543971","104.198.218.190","10.1.10.11","TLSv1.2","454","Application Data, Application Data"
"5183","13.609075","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5186","13.615094","104.198.218.190","10.1.10.11","TLSv1.2","382","Application Data"
"5203","13.684160","104.198.218.190","10.1.10.11","TLSv1.2","532","Application Data, Application Data, Application Data"
"5214","13.705896","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5247","13.781935","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5305","13.874413","104.198.218.190","10.1.10.11","TLSv1.2","387","Application Data"
"5314","13.878926","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5345","13.923959","104.198.218.190","10.1.10.11","TLSv1.2","130","Application Data"
"5380","13.959049","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5429","14.050856","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5476","14.131704","104.198.218.190","10.1.10.11","TLSv1.2","387","Application Data"
"5493","14.149430","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5515","14.193958","104.198.218.190","10.1.10.11","TLSv1.2","133","Application Data"
"5536","14.229007","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5555","14.268052","104.198.218.190","10.1.10.11","TLSv1.2","466","Application Data, Application Data"
"5578","14.319486","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5607","14.398659","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5657","14.492972","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5710","14.579571","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5723","14.611224","104.198.218.190","10.1.10.11","TLSv1.2","396","Application Data"
"5777","14.670553","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5790","14.681297","104.198.218.190","10.1.10.11","TLSv1.2","128","Application Data"
"5841","14.749464","104.198.218.190","10.1.10.11","TLSv1.2","470","Application Data, Application Data"
"5862","14.767286","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5881","14.813864","104.198.218.190","10.1.10.11","TLSv1.2","473","Application Data, Application Data"
"5903","14.852669","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5944","14.930134","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5968","15.005841","104.198.218.190","10.1.10.11","TLSv1.2","405","Application Data"
"5977","15.018608","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"5983","15.063906","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"6003","15.108609","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6016","15.156057","104.198.218.190","10.1.10.11","TLSv1.2","405","Application Data"
"6031","15.199554","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6037","15.221566","104.198.218.190","10.1.10.11","TLSv1.2","124","Application Data"
"6065","15.279514","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6083","15.342423","104.198.218.190","10.1.10.11","TLSv1.2","405","Application Data"
"6099","15.369633","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6124","15.460880","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6155","15.539262","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6185","15.629066","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6193","15.654016","104.198.218.190","10.1.10.11","TLSv1.2","405","Application Data"
"6216","15.710270","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6217","15.726654","104.198.218.190","10.1.10.11","TLSv1.2","1421","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"6234","15.795607","104.198.218.190","10.1.10.11","TLSv1.2","489","Application Data, Application Data"
"6241","15.803415","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6292","15.880484","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6300","15.903936","104.198.218.190","10.1.10.11","TLSv1.2","409","Application Data"
"6372","15.970645","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6380","15.972979","104.198.218.190","10.1.10.11","TLSv1.2","578","Application Data, Application Data, Application Data"
"6429","16.041956","104.198.218.190","10.1.10.11","TLSv1.2","493","Application Data, Application Data"
"6448","16.069118","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6470","16.110238","104.198.218.190","10.1.10.11","TLSv1.2","494","Application Data, Application Data"
"6513","16.177334","104.198.218.190","10.1.10.11","TLSv1.2","497","Application Data, Application Data"
"6520","16.182619","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6636","16.259459","104.198.218.190","10.1.10.11","TLSv1.2","428","Application Data"
"6652","16.263132","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6681","16.308035","104.198.218.190","10.1.10.11","TLSv1.2","569","Application Data, Application Data, Application Data"
"6750","16.351416","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6793","16.429306","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6869","16.534514","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6941","16.608544","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"6970","16.634377","104.198.218.190","10.1.10.11","TLSv1.2","433","Application Data"
"7060","16.705664","104.198.218.190","10.1.10.11","TLSv1.2","121","Application Data"
"7066","16.709568","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"7101","16.798855","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
"7134","16.878933","10.1.10.11","104.198.218.190","TLSv1.2","983","Application Data"
